Reversi;;custodian/reversi.htm?selector=1;https://en.wikipedia.org/wiki/Reversi;reversi-1;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=2;https://en.wikipedia.org/wiki/Reversi;reversi-2;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=3;https://en.wikipedia.org/wiki/Reversi;reversi-3;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=4;https://en.wikipedia.org/wiki/Reversi;reversi-4;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=5;https://en.wikipedia.org/wiki/Reversi;reversi-5;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=6;https://en.wikipedia.org/wiki/Reversi;reversi-6;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=7;https://en.wikipedia.org/wiki/Reversi;reversi-7;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=8;https://en.wikipedia.org/wiki/Reversi;reversi-8;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=9;https://en.wikipedia.org/wiki/Reversi;reversi-9;1883 Lewis Waterman, John W. Mollett
Reversi;;custodian/reversi.htm?selector=10;https://en.wikipedia.org/wiki/Reversi;reversi-10;1883 Lewis Waterman, John W. Mollett
